ticker,cik,sic,sic_description,status
AACI,0002092897,6770,Blank Checks,ok
AACQ,,,,cik_not_found
AACT,,,,cik_not_found
AAM,,,,cik_not_found
ABCL,0001703057,2834,Pharmaceutical Preparations,ok
ABCM,,,,cik_not_found
ABNB,0001559720,7340,Services-To Dwellings & Other Buildings,ok
ABOS,0001576885,2836,"Biological Products, (No Diagnostic Substances)",ok
ABSI,0001672688,8731,Services-Commercial Physical & Biological Research,ok
ABST,,,,cik_not_found
ACAB,,,,cik_not_found
ACAC,,,,cik_not_found
ACAM,,,,cik_not_found
ACAQ,,,,cik_not_found
ACAX,,,,cik_not_found
ACCD,,,,cik_not_found
ACDC,0001881487,1389,"Oil & Gas Field Services, NEC",ok
ACDI,,,,cik_not_found
ACEV,,,,cik_not_found
ACI,0001646972,5411,Retail-Grocery Stores,ok
ACIC,0001401521,6331,"Fire, Marine & Casualty Insurance",ok
ACKIT,,,,cik_not_found
ACLX,0001786205,2836,"Biological Products, (No Diagnostic Substances)",ok
ACND,,,,cik_not_found
ACON,0001635077,8071,Services-Medical Laboratories,ok
ACRO,,,,cik_not_found
ACRV,0001781174,2834,Pharmaceutical Preparations,ok
ACT,0001823529,6411,"Insurance Agents, Brokers & Service",ok
ACTC,,,,cik_not_found
ACTU,0001652935,2834,Pharmaceutical Preparations,ok
ACXP,0001736243,2834,Pharmaceutical Preparations,ok
ADAL,,,,cik_not_found
ADCT,0001771910,2834,Pharmaceutical Preparations,ok
ADOC,,,,cik_not_found
ADPT,0001478320,2836,"Biological Products, (No Diagnostic Substances)",ok
ADRT,,,,cik_not_found
ADTX,0001726711,2834,Pharmaceutical Preparations,ok
AEAE,0001852016,3714,Motor Vehicle Parts & Accessories,ok
AEHA,,,,cik_not_found
AESI,0001984060,1311,Crude Petroleum & Natural Gas,ok
AFAC,,,,cik_not_found
AFAR,,,,cik_not_found
AFIB,,,,cik_not_found
AFJK,0001979005,6770,Blank Checks,ok
AFTR,,,,cik_not_found
AFYA,0001771007,8200,Services-Educational Services,ok
AGBA,,,,cik_not_found
AGC,,,,cik_not_found
AHAC,,,,cik_not_found
AHI,,,,cik_not_found
AHPA,,,,cik_not_found
AHR,0001632970,6798,Real Estate Investment Trusts,ok
AHRN,,,,cik_not_found
AI,0001577526,7372,Services-Prepackaged Software,ok
AIBAF,,,,cik_not_found
AIMAU,,,,cik_not_found
AIP,0001667011,3674,Semiconductors & Related Devices,ok
AIRS,0001870940,8011,Services-Offices & Clinics of  Doctors of  Medicine,ok
AITR,,,,cik_not_found
AIXI,0001935172,7372,Services-Prepackaged Software,ok
AJAX,,,,cik_not_found
AKA,0001865107,5961,Retail-Catalog & Mail-Order Houses,ok
AKAN,0001888014,2833,Medicinal Chemicals & Botanical Products,ok
AKRO,,,,cik_not_found
AKUS,,,,cik_not_found
ALAB,0001736297,3674,Semiconductors & Related Devices,ok
ALCC,,,,cik_not_found
ALCY,0001901336,6770,Blank Checks,ok
ALDF,0002031561,6770,Blank Checks,ok
ALEC,0001653087,2836,"Biological Products, (No Diagnostic Substances)",ok
ALF,0002010930,6770,Blank Checks,ok
ALGM,0000866291,3674,Semiconductors & Related Devices,ok
ALGS,0001799448,2836,"Biological Products, (No Diagnostic Substances)",ok
ALMS,0001847367,2834,Pharmaceutical Preparations,ok
ALOR,,,,cik_not_found
ALPA,,,,cik_not_found
ALRS,0000903419,6021,National Commercial Banks,ok
ALSA,,,,cik_not_found
ALTU,,,,cik_not_found
ALUS,,,,cik_not_found
ALVR,,,,cik_not_found
ALXO,0001810182,2834,Pharmaceutical Preparations,ok
AMAM,,,,cik_not_found
AMCI,0001937891,5700,"Retail-Home Furniture, Furnishings & Equipment Stores",ok
AMHC,,,,cik_not_found
AMK,,,,cik_not_found
AMLX,0001658551,2834,Pharmaceutical Preparations,ok
AMPL,0001866692,7372,Services-Prepackaged Software,ok
AMST,0001807166,7372,Services-Prepackaged Software,ok
AMTD,0001769731,6199,Finance Services,ok
AMTI,,,,cik_not_found
AMWL,0001393584,7389,"Services-Business Services, NEC",ok
AMZE,0001880343,5961,Retail-Catalog & Mail-Order Houses,ok
ANCN,,,,cik_not_found
ANL,0001944552,2834,Pharmaceutical Preparations,ok
ANNX,0001528115,2834,Pharmaceutical Preparations,ok
ANRO,0001999480,2834,Pharmaceutical Preparations,ok
ANSC,0001854149,6770,Blank Checks,ok
ANTX,0001880438,2834,Pharmaceutical Preparations,ok
ANVS,0001477845,2834,Pharmaceutical Preparations,ok
AOGO,,,,cik_not_found
AONE,,,,cik_not_found
APAC,0002043630,6770,Blank Checks,ok
APCA,,,,cik_not_found
APGE,0001974640,2836,"Biological Products, (No Diagnostic Substances)",ok
API,0001802883,7372,Services-Prepackaged Software,ok
APLT,,,,cik_not_found
APMI,,,,cik_not_found
APNC,,,,cik_not_found
APRE,0001781983,2834,Pharmaceutical Preparations,ok
APSG,,,,cik_not_found
APXI,,,,cik_not_found
APXT,0002079253,6770,Blank Checks,ok
AQU,,,,cik_not_found
ARBB,0001930179,7373,Services-Computer Integrated Systems Design,ok
ARBG,,,,cik_not_found
ARBK,0001841675,6199,Finance Services,ok
ARCK,,,,cik_not_found
ARDT,0001756655,8062,"Services-General Medical & Surgical Hospitals, NEC",ok
AREC,0001590715,1220,Silver Ores,ok
ARGU,,,,cik_not_found
ARHS,0001875444,5712,Retail-Furniture Stores,ok
ARIS,0001964504,1040,Gold and Silver Ores,ok
ARIZ,,,,cik_not_found
ARM,0001973239,3674,Semiconductors & Related Devices,ok
ARQT,0001787306,2834,Pharmaceutical Preparations,ok
ARRY,0001820721,3674,Semiconductors & Related Devices,ok
ARTE,,,,cik_not_found
ARTV,0001817241,2836,"Biological Products, (No Diagnostic Substances)",ok
ARYA,,,,cik_not_found
ARYB,,,,cik_not_found
ARYE,,,,cik_not_found
AS,0001988894,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,ok
ASAN,0001477720,7372,Services-Prepackaged Software,ok
ASAQ,,,,cik_not_found
ASCA,,,,cik_not_found
ASCB,,,,cik_not_found
ASNS,0001141284,3669,"Communications Equipment, NEC",ok
ASO,0001817358,5940,Retail-Miscellaneous Shopping Goods Stores,ok
ASPA,,,,cik_not_found
ASPC,0001890361,6770,Blank Checks,ok
ASPI,0001921865,2890,Miscellaneous Chemical Products,ok
ASPL,,,,cik_not_found
ASST,0001920406,6199,Finance Services,ok
ATA,,,,cik_not_found
ATAC,,,,cik_not_found
ATAK,,,,cik_not_found
ATAT,0001853717,7011,Hotels & Motels,ok
ATEK,0001882198,4955,Hazardous Waste Management,ok
ATGL,0001967621,7371,Services-Computer Programming Services,ok
ATIF,,,,cik_not_found
ATLN,0001605888,7363,Services-Help Supply Services,ok
ATMC,,,,cik_not_found
ATMU,0001921963,3714,Motor Vehicle Parts & Accessories,ok
ATMV,,,,cik_not_found
ATS,0001394832,3569,"General Industrial Machinery & Equipment, NEC",ok
AUNA,0001799207,8011,Services-Offices & Clinics of  Doctors of  Medicine,ok
AURA,0001501796,2836,"Biological Products, (No Diagnostic Substances)",ok
AUST,0001817740,1040,Gold and Silver Ores,ok
AUVIQ,,,,cik_not_found
AVAC,,,,cik_not_found
AVAN,,,,cik_not_found
AVBP,0001868279,2834,Pharmaceutical Preparations,ok
AVDR,,,,cik_not_found
AVDX,,,,cik_not_found
AVHI,,,,cik_not_found
AVIR,0001593899,2834,Pharmaceutical Preparations,ok
AVO,0001802974,0700,Agricultural Services,ok
AVR,0002011514,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",ok
AVTE,,,,cik_not_found
AVTR,0001722482,3826,Laboratory Analytical Instruments,ok
AVX,0001826397,6199,Finance Services,ok
AXAC,,,,cik_not_found
AXG,0001959224,6211,"Security Brokers, Dealers & Flotation Companies",ok
AXH,,,,cik_not_found
AXLA,,,,cik_not_found
AYLA,,,,cik_not_found
AZEK,,,,cik_not_found
AZI,0001959726,7500,"Services-Automotive Repair, Services & Parking",ok
AZTR,0001701478,2834,Pharmaceutical Preparations,ok
BACA,,,,cik_not_found
BACK,0001729944,8093,"Services-Specialty Outpatient Facilities, NEC",ok
BACQ,,,,cik_not_found
BANL,0001914805,5172,Wholesale-Petroleum & Petroleum Products (No Bulk Stations),ok
BASE,,,,cik_not_found
BAYA,0001969475,6770,Blank Checks,ok
BBIO,0001743881,2834,Pharmaceutical Preparations,ok
BCAB,0001826892,2836,"Biological Products, (No Diagnostic Substances)",ok
BCAX,0002023658,2834,Pharmaceutical Preparations,ok
BCEL,,,,cik_not_found
BCOW,0001847360,6036,"Savings Institutions, Not Federally Chartered",ok
BCSA,,,,cik_not_found
BCTG,,,,cik_not_found
BCYC,0001761612,2834,Pharmaceutical Preparations,ok
BDSX,0001439725,8071,Services-Medical Laboratories,ok
BDTX,0001701541,2836,"Biological Products, (No Diagnostic Substances)",ok
BEAG,0001852207,6770,Blank Checks,ok
BEAM,0001745999,2836,"Biological Products, (No Diagnostic Substances)",ok
BEAT,0001779372,3841,Surgical & Medical Instruments & Apparatus,ok
BEKE,0001809587,6531,Real Estate Agents & Managers (For Others),ok
BFAC,,,,cik_not_found
BFRG,0001829247,2834,Pharmaceutical Preparations,ok
BFRI,0001858685,2834,Pharmaceutical Preparations,ok
BFT,,,,cik_not_found
BGXX,,,,cik_not_found
BHAC,,,,cik_not_found
BHAT,,,,cik_not_found
BHSE,,,,cik_not_found
BIAF,0001712762,8731,Services-Commercial Physical & Biological Research,ok
BILL,0001786352,7372,Services-Prepackaged Software,ok
BIOA,0001709941,2834,Pharmaceutical Preparations,ok
BIOR,,,,cik_not_found
BIOS,,,,cik_not_found
BIRD,0001653909,7374,Services-Computer Processing & Data Preparation,ok
BIRK,0001977102,3140,"Footwear, (No Rubber)",ok
BJDX,0001704287,3841,Surgical & Medical Instruments & Apparatus,ok
BKHA,0002000775,2836,"Biological Products, (No Diagnostic Substances)",ok
BKV,0001838406,1311,Crude Petroleum & Natural Gas,ok
BLAC,,,,cik_not_found
BLCO,0001860742,3851,Ophthalmic Goods,ok
BLCT,,,,cik_not_found
BLEU,,,,cik_not_found
BLMZ,,,,cik_not_found
BLND,0001855747,7370,"Services-Computer Programming, Data Processing, Etc.",ok
BLNG,,,,cik_not_found
BLSA,,,,cik_not_found
BLTE,0001889109,2834,Pharmaceutical Preparations,ok
BLUW,0002050501,6770,Blank Checks,ok
BLZE,0001462056,7372,Services-Prepackaged Software,ok
BMAC,,,,cik_not_found
BMAQ,,,,cik_not_found
BMR,0001899005,7372,Services-Prepackaged Software,ok
BMRG,,,,cik_not_found
BNIX,,,,cik_not_found
BNKK,0001760903,2844,"Perfumes, Cosmetics & Other Toilet Preparations",ok
BNL,0001424182,6798,Real Estate Investment Trusts,ok
BNNR,,,,cik_not_found
BNOX,,,,cik_not_found
BNR,0001792267,8071,Services-Medical Laboratories,ok
BNRG,0001901215,3433,"Heating Equipment, Except Electric & Warm Air Furnaces",ok
BNTX,0001776985,2836,"Biological Products, (No Diagnostic Substances)",ok
BOAC,,,,cik_not_found
BOCN,,,,cik_not_found
BOF,0001962481,2000,Food and Kindred Products,ok
BOLD,0001782303,2834,Pharmaceutical Preparations,ok
BON,0001816815,2833,Medicinal Chemicals & Botanical Products,ok
BORR,0001715497,1381,Drilling Oil & Gas Wells,ok
BOW,0002002473,6331,"Fire, Marine & Casualty Insurance",ok
BOWN,,,,cik_not_found
BOWX,,,,cik_not_found
BPAC,0002064177,6770,Blank Checks,ok
BQ,0001815021,5990,"Retail-Retail Stores, NEC",ok
BRAC,,,,cik_not_found
BRBR,0001772016,2000,Food and Kindred Products,ok
BRD,,,,cik_not_found
BRDG,,,,cik_not_found
BREA,,,,cik_not_found
BREZ,0002095443,6770,Blank Checks,ok
BRIA,0002000230,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,ok
BRKH,,,,cik_not_found
BRLI,,,,cik_not_found
BRLT,0001866757,3910,"Jewelry, Silverware & Plated Ware",ok
BROS,0001866581,5810,Retail-Eating & Drinking Places,ok
BRSH,,,,cik_not_found
BRZE,0001676238,7372,Services-Prepackaged Software,ok
BSAQ,,,,cik_not_found
BSII,,,,cik_not_found
BSN,,,,cik_not_found
BSY,0001031308,7372,Services-Prepackaged Software,ok
BTAQ,,,,cik_not_found
BTBD,0001718224,5812,Retail-Eating  Places,ok
BTOC,0001972529,4220,Public Warehousing & Storage,ok
BTOG,0001735556,6199,Finance Services,ok
BTSG,0001865782,8082,Services-Home Health Care Services,ok
BTWN,,,,cik_not_found
BUJA,,,,cik_not_found
BWAC,,,,cik_not_found
BWAQ,,,,cik_not_found
BWAY,0001505065,3841,Surgical & Medical Instruments & Apparatus,ok
BWC,,,,cik_not_found
BWIN,0001781755,6411,"Insurance Agents, Brokers & Service",ok
BYAH,0001986247,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",ok
BYN,,,,cik_not_found
BYND,0001655210,2000,Food and Kindred Products,ok
BYNO,0001801417,6770,Blank Checks,ok
CABA,0001759138,2836,"Biological Products, (No Diagnostic Substances)",ok
CADL,0001841387,2836,"Biological Products, (No Diagnostic Substances)",ok
CALT,,,,cik_not_found
CAMP,0001736730,2834,Pharmaceutical Preparations,ok
CAN,0001780652,6199,Finance Services,ok
CAP,,,,cik_not_found
CAPA,,,,cik_not_found
CAPN,0002024203,6770,Blank Checks,ok
CART,0001579091,7389,"Services-Business Services, NEC",ok
CAS,,,,cik_not_found
CAVA,0001639438,5812,Retail-Eating  Places,ok
CBAH,,,,cik_not_found
CBLL,0001861107,3845,Electromedical & Electrotherapeutic Apparatus,ok
CBNA,0001392272,6021,National Commercial Banks,ok
CBRG,,,,cik_not_found
CCAC,,,,cik_not_found
CCAI,,,,cik_not_found
CCCC,0001662579,2836,"Biological Products, (No Diagnostic Substances)",ok
CCIR,,,,cik_not_found
CCIV,,,,cik_not_found
CCIX,0002006291,7373,Services-Computer Integrated Systems Design,ok
CCTG,0001931717,3640,Electric Lighting & Wiring Equipment,ok
CCTS,,,,cik_not_found
CCV,,,,cik_not_found
CCX,,,,cik_not_found
CCXX,,,,cik_not_found
CD,0001527762,6199,Finance Services,ok
CDAKQ,,,,cik_not_found
CDAQ,,,,cik_not_found
CDRE,0001860543,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",ok
CDTG,0001793895,4950,Sanitary Services,ok
CELL,,,,cik_not_found
CENQ,,,,cik_not_found
CEP,,,,cik_not_found
CERT,0001827090,7372,Services-Prepackaged Software,ok
CETU,,,,cik_not_found
CFAC,,,,cik_not_found
CFB,,,,cik_not_found
CFFS,,,,cik_not_found
CFII,,,,cik_not_found
CFIV,,,,cik_not_found
CFLT,,,,cik_not_found
CGON,0001991792,2836,"Biological Products, (No Diagnostic Substances)",ok
CGRO,,,,cik_not_found
CGTL,0001967822,5045,Wholesale-Computers & Peripheral Equipment & Software,ok
CGTX,0001455365,2836,"Biological Products, (No Diagnostic Substances)",ok
CHAQ,,,,cik_not_found
CHAR,0002024459,6770,Blank Checks,ok
CHEA,,,,cik_not_found
CHEB,,,,cik_not_found
CHFW,,,,cik_not_found
CHG,,,,cik_not_found
CHNG,,,,cik_not_found
CHPM,,,,cik_not_found
CHRO,,,,cik_not_found
CHSN,0001825349,2000,Food and Kindred Products,ok
CHWA,,,,cik_not_found
CHWY,0001766502,5961,Retail-Catalog & Mail-Order Houses,ok
CIAN,,,,cik_not_found
CIIC,,,,cik_not_found
CIIG,,,,cik_not_found
CINC,,,,cik_not_found
CING,0001862150,2834,Pharmaceutical Preparations,ok
CINT,0001868995,7371,Services-Computer Programming Services,ok
CITE,,,,cik_not_found
CLA,,,,cik_not_found
CLAQ,,,,cik_not_found
CLAY,,,,cik_not_found
CLBR,0002091024,6770,Blank Checks,ok
CLEU,,,,cik_not_found
CLII,,,,cik_not_found
CLIK,0002020027,7361,Services-Employment Agencies,ok
CLIN,,,,cik_not_found
CLOE,,,,cik_not_found
CLRC,,,,cik_not_found
CLYM,0001768446,2834,Pharmaceutical Preparations,ok
CMBM,,,,cik_not_found
CMCAF,0001865248,6770,Blank Checks,ok
CMLF,,,,cik_not_found
CMPI,,,,cik_not_found
CMPS,0001816590,2834,Pharmaceutical Preparations,ok
CMRC,0001626450,7372,Services-Prepackaged Software,ok
CMTG,0001666291,6500,Real Estate,ok
CND,,,,cik_not_found
CNDA,0001851959,6770,Blank Checks,ok
CNDB,,,,cik_not_found
CNGL,,,,cik_not_found
CNM,0001856525,5099,"Wholesale-Durable Goods, NEC",ok
CNSP,0001729427,2834,Pharmaceutical Preparations,ok
CNTG,,,,cik_not_found
CNTN,0001861657,6199,Finance Services,ok
CNTQ,,,,cik_not_found
CNTX,0001842952,2834,Pharmaceutical Preparations,ok
CNXX,,,,cik_not_found
COCO,0001482981,2080,Beverages,ok
CON,0002014596,8093,"Services-Specialty Outpatient Facilities, NEC",ok
COOK,0001857853,3630,Household Appliances,ok
COOL,,,,cik_not_found
CORS,,,,cik_not_found
COYA,0001835022,2834,Pharmaceutical Preparations,ok
CPAA,,,,cik_not_found
CPAQ,,,,cik_not_found
CPOP,0001807389,7900,Services-Amusement & Recreation Services,ok
CPSR,,,,cik_not_found
CRBG,0001889539,6311,Life Insurance,ok
CRBU,0001619856,2836,"Biological Products, (No Diagnostic Substances)",ok
CRDO,0001807794,3674,Semiconductors & Related Devices,ok
CREEF,,,,cik_not_found
CRGX,,,,cik_not_found
CRHC,,,,cik_not_found
CRSA,,,,cik_not_found
CRSR,0001743759,3577,"Computer Peripheral Equipment, NEC",ok
CRWD,0001535527,7372,Services-Prepackaged Software,ok
CSLM,,,,cik_not_found
CSPR,,,,cik_not_found
CSTL,0001447362,8071,Services-Medical Laboratories,ok
CTAC,,,,cik_not_found
CTAQ,,,,cik_not_found
CTKB,0001831915,3826,Laboratory Analytical Instruments,ok
CTNM,0001855175,2834,Pharmaceutical Preparations,ok
CTNT,0001951667,5010,Wholesale-Motor Vehicles & Motor Vehicle Parts & Supplies,ok
CTRI,0001981599,4923,Natural Gas Transmisison & Distribution,ok
CUB,0002015955,6770,Blank Checks,ok
CURV,0001792781,5600,Retail-Apparel & Accessory Stores,ok
CVAC,,,,cik_not_found
CVKD,0001937993,2834,Pharmaceutical Preparations,ok
CVRX,0001235912,3841,Surgical & Medical Instruments & Apparatus,ok
CWAN,0001866368,7372,Services-Prepackaged Software,ok
CWD,0001627282,6500,Real Estate,ok
CXAC,,,,cik_not_found
CXM,0001569345,7372,Services-Prepackaged Software,ok
CYN,0001874097,7371,Services-Computer Programming Services,ok
DADA,,,,cik_not_found
DALS,,,,cik_not_found
DAO,0001781753,8200,Services-Educational Services,ok
DAOO,,,,cik_not_found
DASH,0001792789,7389,"Services-Business Services, NEC",ok
DBDR,,,,cik_not_found
DCBO,0001829959,7372,Services-Prepackaged Software,ok
DCRB,,,,cik_not_found
DCRD,,,,cik_not_found
DCT,,,,cik_not_found
DDC,0001808110,2000,Food and Kindred Products,ok
DDI,0001799567,7374,Services-Computer Processing & Data Preparation,ok
DDL,0001854545,5961,Retail-Catalog & Mail-Order Houses,ok
DDMX,,,,cik_not_found
DDOG,0001561550,7372,Services-Prepackaged Software,ok
DECA,,,,cik_not_found
DEH,,,,cik_not_found
DERM,0001867066,2834,Pharmaceutical Preparations,ok
DFHT,,,,cik_not_found
DFNS,0001787518,8742,Services-Management Consulting Services,ok
DFPH,0001799191,8011,Services-Offices & Clinics of  Doctors of  Medicine,ok
DGNR,,,,cik_not_found
DGNS,,,,cik_not_found
DH,0001861795,7372,Services-Prepackaged Software,ok
DHAC,,,,cik_not_found
DICE,,,,cik_not_found
DIDIY,0001764757,7389,"Services-Business Services, NEC",ok
DIST,,,,cik_not_found
DMAQ,,,,cik_not_found
DMRA,0001800315,2834,Pharmaceutical Preparations,ok
DMYD,,,,cik_not_found
DMYI,,,,cik_not_found
DMYS,,,,cik_not_found
DMYT,,,,cik_not_found
DMYY,,,,cik_not_found
DNAA,,,,cik_not_found
DNAB,,,,cik_not_found
DNAC,,,,cik_not_found
DNAD,,,,cik_not_found
DNB,,,,cik_not_found
DNK,,,,cik_not_found
DNUT,0001857154,5400,Retail-Food Stores,ok
DOCS,0001516513,7371,Services-Computer Programming Services,ok
DOLE,0001857475,0100,Agricultural Production-Crops,ok
DOYU,0001762417,7370,"Services-Computer Programming, Data Processing, Etc.",ok
DPCS,,,,cik_not_found
DPHC,,,,cik_not_found
DRAY,,,,cik_not_found
DRCT,0001880613,7310,Services-Advertising,ok
DRDB,0002032528,6770,Blank Checks,ok
DRMA,0001853816,2834,Pharmaceutical Preparations,ok
DSAC,0002082149,6770,Blank Checks,ok
DSAQ,,,,cik_not_found
DT,0001773383,7372,Services-Prepackaged Software,ok
DTC,,,,cik_not_found
DTCK,,,,cik_not_found
DTIL,0001357874,2836,"Biological Products, (No Diagnostic Substances)",ok
DTRT,,,,cik_not_found
DTSQ,0002017950,6770,Blank Checks,ok
DUET,,,,cik_not_found
DUNE,,,,cik_not_found
DUO,0001750593,6500,Real Estate,ok
DUOL,0001562088,7372,Services-Prepackaged Software,ok
DWAC,,,,cik_not_found
DWIN,,,,cik_not_found
DYCQ,,,,cik_not_found
DYN,0001818794,2834,Pharmaceutical Preparations,ok
DYNX,,,,cik_not_found
EAR,,,,cik_not_found
EBC,0001810546,6035,"Savings Institution, Federally Chartered",ok
EBON,0001799290,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services",ok
EDBL,0001809750,0100,Agricultural Production-Crops,ok
EDNC,,,,cik_not_found
EDTK,0001782309,8200,Services-Educational Services,ok
EDTX,,,,cik_not_found
EE,0001888447,4924,Natural Gas Distribution,ok
EFHT,,,,cik_not_found
EH,0001759783,3728,"Aircraft Parts & Auxiliary Equipment, NEC",ok
EHGO,0001879754,7359,"Services-Equipment Rental & Leasing, NEC",ok
EIC,0001754836,,,no_sic
ELAB,0001840563,2834,Pharmaceutical Preparations,ok
ELEV,,,,cik_not_found
ELUT,0001708527,2836,"Biological Products, (No Diagnostic Substances)",ok
ELVN,0001672619,2834,Pharmaceutical Preparations,ok
ELWS,,,,cik_not_found
ELYM,,,,cik_not_found
EMCG,,,,cik_not_found
EMPD,0001829794,6199,Finance Services,ok
EMPW,,,,cik_not_found
ENCP,,,,cik_not_found
ENER,,,,cik_not_found
ENFN,,,,cik_not_found
ENLT,0001922641,4911,Electric Services,ok
ENPC,,,,cik_not_found
ENTF,,,,cik_not_found
EOCW,,,,cik_not_found
EQD,,,,cik_not_found
EQV,,,,cik_not_found
ERAS,0001761918,2834,Pharmaceutical Preparations,ok
ERES,,,,cik_not_found
ESAC,,,,cik_not_found
ESHA,0001918661,6770,Blank Checks,ok
ESMT,,,,cik_not_found
ESSC,,,,cik_not_found
ETAC,,,,cik_not_found
ETHM,0002028699,6770,Blank Checks,ok
ETNB,,,,cik_not_found
EUCR,,,,cik_not_found
EURK,0002000410,4400,Water Transportation,ok
EVCM,0001853145,7372,Services-Prepackaged Software,ok
EVE,,,,cik_not_found
EVGR,,,,cik_not_found
EVO,0001412558,2834,Pharmaceutical Preparations,ok
EWCZ,0001856236,7200,Services-Personal Services,ok
EXAI,,,,cik_not_found
EXFY,0001476840,7372,Services-Prepackaged Software,ok
EXPC,,,,cik_not_found
EZFL,,,,cik_not_found
FA,0001210677,7374,Services-Computer Processing & Data Preparation,ok
FACT,0002028935,3728,"Aircraft Parts & Auxiliary Equipment, NEC",ok
FAII,,,,cik_not_found
FATP,,,,cik_not_found
FBLG,0001958777,2834,Pharmaceutical Preparations,ok
FCAC,,,,cik_not_found
FDMT,0001650648,2836,"Biological Products, (No Diagnostic Substances)",ok
FEAC,,,,cik_not_found
FEBO,0001957001,3634,Electric Housewares & Fans,ok
FEXD,,,,cik_not_found
FGI,0001864943,3430,"Heating Equip, Except Elec & Warm Air; & Plumbing Fixtures",ok
FGL,0001989930,1700,Construction - Special Trade Contractors,ok
FGMC,0001906364,1520,General Bldg Contractors - Residential Bldgs,ok
FGNA,,,,cik_not_found
FHLT,,,,cik_not_found
FHTX,0001822462,2834,Pharmaceutical Preparations,ok
FIAC,,,,cik_not_found
FICV,,,,cik_not_found
FIHL,0001636639,6331,"Fire, Marine & Casualty Insurance",ok
FIII,,,,cik_not_found
FINW,0001856365,6022,State Commercial Banks,ok
FLAC,,,,cik_not_found
FLAG,,,,cik_not_found
FLD,0001889123,6199,Finance Services,ok
FLFV,,,,cik_not_found
FLLC,,,,cik_not_found
FLNC,0001868941,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",ok
FLX,0001858724,4210,Trucking & Courier Services (No Air),ok
FLYA,,,,cik_not_found
FLYE,0001975940,3711,Motor Vehicles & Passenger Car Bodies,ok
FMAC,0002099232,6770,Blank Checks,ok
FMTX,,,,cik_not_found
FNA,,,,cik_not_found
FNUC,0001769697,1090,Miscellaneous Metal Ores,ok
FNVT,,,,cik_not_found
FORG,,,,cik_not_found
FORL,,,,cik_not_found
FOUN,,,,cik_not_found
FOUR,0001794669,7389,"Services-Business Services, NEC",ok
FPAC,,,,cik_not_found
FRBN,,,,cik_not_found
FRES,,,,cik_not_found
FRLA,,,,cik_not_found
FRLN,,,,cik_not_found
FROG,0001800667,7372,Services-Prepackaged Software,ok
FRSH,0001544522,7372,Services-Prepackaged Software,ok
FRX,,,,cik_not_found
FRZA,,,,cik_not_found
FSDC,,,,cik_not_found
FSHP,0001850059,6770,Blank Checks,ok
FSLY,0001517413,7372,Services-Prepackaged Software,ok
FSRV,,,,cik_not_found
FST,,,,cik_not_found
FTCV,,,,cik_not_found
FTHM,0001753162,6531,Real Estate Agents & Managers (For Others),ok
FTII,,,,cik_not_found
FTIV,,,,cik_not_found
FTOC,,,,cik_not_found
FTVI,,,,cik_not_found
FUBO,0001484769,7812,Services-Motion Picture & Video Tape Production,ok
FULC,0001680581,2834,Pharmaceutical Preparations,ok
FUSE,0002033383,7373,Services-Computer Integrated Systems Design,ok
FUSN,,,,cik_not_found
FUTU,0001754581,6211,"Security Brokers, Dealers & Flotation Companies",ok
FVAC,,,,cik_not_found
FVAM,,,,cik_not_found
FVN,0002010653,7373,Services-Computer Integrated Systems Design,ok
FVR,0001988494,6798,Real Estate Investment Trusts,ok
FVRR,0001762301,7389,"Services-Business Services, NEC",ok
FWRG,0001789940,5812,Retail-Eating  Places,ok
FXCO,,,,cik_not_found
FXLV,,,,cik_not_found
GAMB,0001839799,7990,Services-Miscellaneous Amusement & Recreation,ok
GAN,,,,cik_not_found
GAQ,,,,cik_not_found
GATE,,,,cik_not_found
GATO,,,,cik_not_found
GAUZ,0001781446,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",ok
GBBK,,,,cik_not_found
GBIO,,,,cik_not_found
GBS,,,,cik_not_found
GCT,0001857816,5961,Retail-Catalog & Mail-Order Houses,ok
GDHG,0001928340,7990,Services-Miscellaneous Amusement & Recreation,ok
GDNR,,,,cik_not_found
GDRX,0001809519,7374,Services-Computer Processing & Data Preparation,ok
GDST,0001858007,3620,Electrical Industrial Apparatus,ok
GDTC,0001873093,2834,Pharmaceutical Preparations,ok
GEEX,,,,cik_not_found
GELS,0001920092,2834,Pharmaceutical Preparations,ok
GENK,0001891856,5812,Retail-Eating  Places,ok
GENQ,,,,cik_not_found
GFGD,,,,cik_not_found
GFL,0001780232,4953,Refuse Systems,ok
GFS,0001709048,3674,Semiconductors & Related Devices,ok
GFX,,,,cik_not_found
GGAA,,,,cik_not_found
GGGV,,,,cik_not_found
GGRP,0001854445,7371,Services-Computer Programming Services,ok
GHIV,,,,cik_not_found
GHIX,,,,cik_not_found
GHLD,,,,cik_not_found
GHRS,0001855129,2834,Pharmaceutical Preparations,ok
GHSI,,,,cik_not_found
GHVI,,,,cik_not_found
GIA,,,,cik_not_found
GIAC,,,,cik_not_found
